100,1000,4,3.137810468673706
100,1000,4,4.938855409622192
100,1000,4,5.969004154205322
100,1000,4,4.304638385772705
100,1000,4,4.146031379699707
100,1000,4,4.8312087059021
100,1000,4,4.947575807571411
100,1000,4,5.932101488113403
100,1000,4,6.033212423324585
100,1000,4,3.2755825519561768
100,1000,8,9.135460376739502
100,1000,8,11.335964918136597
100,1000,8,8.152228593826294
100,1000,8,9.730071544647217
100,1000,8,7.628848075866699
100,1000,8,11.824586868286133
100,1000,8,11.031798124313354
100,1000,8,10.717129707336426
100,1000,8,12.288248062133789
100,1000,8,9.998895406723022
100,1000,16,45.67091107368469
100,1000,16,43.867974281311035
100,1000,16,47.84446740150452
100,1000,16,49.78320527076721
100,1000,16,46.36132502555847
100,1000,16,51.54985475540161
100,1000,16,49.16347050666809
100,1000,16,47.74645376205444
100,1000,16,51.83454751968384
100,1000,16,46.022263050079346
100,1000,32,134.8787281513214
100,1000,32,135.4799211025238
100,1000,32,140.49124240875244
100,1000,32,133.0205054283142
100,1000,32,140.5146198272705
100,1000,32,135.66423320770264
100,1000,32,132.61607813835144
100,1000,32,141.89007925987244
100,1000,32,142.95815229415894
100,1000,32,141.82394814491272
100,1000,64,284.9070472717285
100,1000,64,296.1130826473236
100,1000,64,290.9069707393646
100,1000,64,282.1114549636841
100,1000,64,290.507328748703
100,1000,64,285.5428285598755
100,1000,64,294.437198638916
100,1000,64,283.1667106151581
100,1000,64,278.12947726249695
100,1000,64,290.96345496177673
100,128,10,3.128896713256836
100,128,10,2.6603615283966064
100,128,10,2.860687017440796
100,128,10,3.7886006832122803
100,128,10,2.2453389167785645
100,128,10,2.7147181034088135
100,128,10,3.713482618331909
100,128,10,2.238722324371338
100,128,10,3.0253357887268066
100,128,10,3.3021767139434814
100,256,10,3.5186376571655273
100,256,10,3.547008991241455
100,256,10,3.520939826965332
100,256,10,3.8525843620300293
100,256,10,3.296804428100586
100,256,10,3.2471120357513428
100,256,10,3.5734739303588867
100,256,10,3.944211483001709
100,256,10,4.105906009674072
100,256,10,3.3914401531219482
100,512,10,7.9464216232299805
100,512,10,7.0692689418792725
100,512,10,7.0289928913116455
100,512,10,6.773571014404297
100,512,10,7.698304891586304
100,512,10,7.7594521045684814
100,512,10,7.154821872711182
100,512,10,7.0762038230896
100,512,10,7.556715488433838
100,512,10,6.778968095779419
100,1024,10,22.85735297203064
100,1024,10,21.302011489868164
100,1024,10,22.52369976043701
100,1024,10,21.91473388671875
100,1024,10,22.313455820083618
100,1024,10,22.028815746307373
100,1024,10,22.67240333557129
100,1024,10,21.558089017868042
100,1024,10,23.736608743667603
100,1024,10,23.1337730884552
100,2048,10,44.14704489707947
100,2048,10,44.85380268096924
100,2048,10,42.51939105987549
100,2048,10,44.214027404785156
100,2048,10,44.6209180355072
100,2048,10,44.77797508239746
100,2048,10,45.33584976196289
100,2048,10,43.84089922904968
100,2048,10,42.72308397293091
100,2048,10,45.470152139663696
100,4096,10,58.76307249069214
100,4096,10,61.29589772224426
100,4096,10,58.971922636032104
100,4096,10,59.16052198410034
100,4096,10,61.6229407787323
100,4096,10,62.00544500350952
100,4096,10,61.349597692489624
100,4096,10,60.81066703796387
100,4096,10,62.661779165267944
100,4096,10,59.36461281776428
100,8192,10,182.69698286056519
100,8192,10,186.74866223335266
100,8192,10,173.32352566719055
100,8192,10,189.010178565979
100,8192,10,170.82026386260986
100,8192,10,178.45015025138855
100,8192,10,175.07536363601685
100,8192,10,177.2274842262268
128,1000,10,10.65980839729309
128,1000,10,10.86316990852356
128,1000,10,10.436684370040894
128,1000,10,10.428446769714355
128,1000,10,10.476402044296265
128,1000,10,10.323173761367798
128,1000,10,10.244466781616211
128,1000,10,10.454569101333618
128,1000,10,10.70091724395752
128,1000,10,10.625574111938477
256,1000,10,32.66929078102112
256,1000,10,24.18687391281128
256,1000,10,28.266528606414795
256,1000,10,23.6451473236084
256,1000,10,30.394055604934692
256,1000,10,27.63526964187622
256,1000,10,28.36204957962036
256,1000,10,24.16917848587036
256,1000,10,25.84848165512085
256,1000,10,30.3944251537323
512,1000,10,92.58064460754395
512,1000,10,119.81532430648804
512,1000,10,118.39126300811768
512,1000,10,119.81462168693542
512,1000,10,112.10384941101074
512,1000,10,121.62146520614624
512,1000,10,124.7165174484253
512,1000,10,120.30083227157593
1024,1000,10,140.02709865570068
1024,1000,10,136.3300383090973
1024,1000,10,143.76217484474182
1024,1000,10,160.47865438461304
1024,1000,10,164.21488213539124
1024,1000,10,165.05243396759033
1024,1000,10,157.63037824630737
1024,1000,10,134.94404292106628
1024,1000,10,134.45958852767944
1024,1000,10,134.692800283432
2048,1000,10,361.13481640815735
2048,1000,10,179.26731371879578
2048,1000,10,179.37959671020508
2048,1000,10,179.89931058883667
2048,1000,10,179.48132181167603
2048,1000,10,178.9726173877716
2048,1000,10,179.99282693862915
2048,1000,10,181.63484811782837
2048,1000,10,181.55717015266418
2048,1000,10,181.57498621940613
100,1000,25,0.16263651847839355
200,2000,25,0.5944521427154541
200,2000,25,0.508882999420166
200,2000,25,0.4128153324127197
200,2000,25,0.31116151809692383
200,2000,25,0.538416862487793
200,2000,25,2.641047477722168
200,2000,25,2.376518964767456
200,2000,5,0.1887953281402588
200,2000,25,2.3486223220825195
20,200,5,0.0031604766845703125
100,1000,5,0.03768658638000488
100,1000,50,0.9283642768859863
